Country,Currency Name,Currency Code,ISO Code,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Population 2024,Population 2025,GDP 2018,GDP 2019,GDP 2020,GDP 2021,GDP 2022,GDP 2023,GDP 2024,GDP 2025,GDP Growth 2018,GDP Growth 2019,GDP Growth 2020,GDP Growth 2021,GDP Growth 2022,GDP Growth 2023,GDP Growth 2024,GDP Growth 2025,GDP Per Capita 2018,GDP Per Capita 2019,GDP Per Capita 2020,GDP Per Capita 2021,GDP Per Capita 2022,GDP Per Capita 2023,GDP Per Capita 2024,GDP Per Capita 2025,Unemployment 2018,Unemployment 2019,Unemployment 2020,Unemployment 2021,Unemployment 2022,Unemployment 2023,Unemployment 2024,Unemployment 2025,Population Growth Rate 2018,Population Growth Rate 2019,Population Growth Rate 2020,Population Growth Rate 2021,Population Growth Rate 2022,Population Growth Rate 2023,Population Growth Rate 2024,Population Growth Rate 2025,Defense Expenditure (% of GDP) 2018,Defense Expenditure (% of GDP) 2019,Defense Expenditure (% of GDP) 2020,Defense Expenditure (% of GDP) 2021,Defense Expenditure (% of GDP) 2022,Defense Expenditure (% of GDP) 2023,Defense Expenditure (% of GDP) 2024,Defense Expenditure (% of GDP) 2025,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fertility Rate,Median Age,Urban Pop %,World Share,Age Structure (0-14),Age Structure (15-64),Age Structure (65+),GDP (PPP),GDP (Official Exchange Rate),Inflation Rate,GDP Composition - Agriculture,GDP Composition - Industry,GDP Composition - Services,Life Expectancy (both),Life Expectancy (female),Life Expectancy (male),Religion 1,Religion 2,Religion 3,Religion 4,Religion 5,Religion 1 Percentage,Religion 2 Percentage,Religion 3 Percentage,Religion 4 Percentage,Religion 5 Percentage
Japan,Japanese yen,¥,JPY,126811000,126633000,126261000,125681593,125124989,124516650,,,5040880939324.86,5117993853016.51,5055587093501.59,5034620784584.98,4256410760723.75,4204494802431.55,,,0.643391023460339,-0.402169200910933,-4.14711889947692,2.55932023865617,0.954736937781391,1.67901952310368,,,39751.1330982711,40415.9567649547,40040.7655055923,40058.5373276179,34017.2718075024,33766.5268253808,,,2.467,2.351,2.809,2.828,2.6,2.6,,,-0.126880068088791,-0.140464977878172,-0.294194617750067,-0.459952415807642,-0.443851919148528,-0.487370782049143,,,0.962497356862304,0.99223146563367,1.01744793009109,1.01701079290561,1.10588643022492,1.19606991540042,,,-0.5,-617906.0,339.0,364555.0,153357.0,1.2,49.0,93.0,1.52,12.1,58.4,29.5,5.747,4.204,3.27,1.0,26.9,71.4,84.85,87.88,81.83,Other/None,,,,,48.6,,,,
Kazakhstan,Kazakhstani tenge,₸,KZT,18932727,19209555,19482117,19743603,20034609,20330104,,,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,262641892078.524,,,4.09999999309841,4.50000000091883,-2.49999999628,4.29999999729456,3.19999999970734,5.09999999973641,,,9472.48527327758,9457.12614657136,8781.50797787648,9983.60103576902,11255.3396437881,12918.8661346014,,,4.85,4.8,4.89,5.546,4.86,4.821,,,1.49423322942686,1.45157995956237,1.4089156380377,1.33325722721198,1.46316879039749,1.46415151694869,,,0.835625758457601,1.02091636689134,0.907188676192723,0.819281683646492,0.517435849596282,0.480059037069259,,,1.29,262467.0,8.0,2699700.0,-7368.0,3.0,30.0,55.0,0.25,27.6,62.8,9.6,705.52,262.642,14.72,3.9,32.3,56.3,74.53,78.52,70.27,Muslim,,,,,69.3,,,,
Kenya,Kenyan shilling,Sh or Shs (pl.),KES,50207107,51202827,52217334,53219166,54252461,55339003,,,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,108038588970.595,,,5.64794640709219,5.11415885767801,-0.272766327438816,7.59048947333467,4.85998104287999,5.55587301319866,,,1836.45275528993,1960.40808854893,1927.66459027849,2061.35622089594,2109.56288513137,1952.30457929636,,,4.284,5.014,5.619,5.693,5.707,5.567,,,2.03083744189606,1.96381549826771,1.96197633664853,1.90040858948898,1.92297608206469,1.98296028478422,,,1.20738536752593,1.1125711791299,1.10843419595019,1.07720025210221,1.01020520038813,0.905816835053688,,,1.98,1093941.0,99.0,569140.0,-19781.0,3.2,20.0,31.0,0.69,35.8,60.9,3.4,314.491,108.039,7.67,21.8,16.9,55.4,63.83,66.12,61.64,Catholic,,,,,85.5,,,,
Kyrgyzstan,Kyrgyz som,⃀,KGS,6444078.5,6590211,6726595.5,6851224,6975219.5,7099750,,,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,13987627908.8381,,,3.75791013557165,4.60062565707598,-7.14897757727955,5.50700762671923,8.96750520041391,6.15139183716032,,,1283.52040333083,1421.99927504102,1229.51775742135,1349.99730650542,1739.72030814894,1970.15780961839,,,3.67,4.295,4.63,4.096,4.043,3.991,,,2.15498002883632,2.24237190961106,2.04837802081725,1.83581760236308,1.79364743032685,1.76957754134087,,,1.53725886180592,1.37591689186647,1.5771749985002,2.840273087853,3.05305195518719,3.6219080711344,,,1.59,112493.0,37.0,191800.0,3645.0,2.8,25.0,35.0,0.09,29.1,64.0,6.9,45.461,13.988,10.75,9.7,22.6,50.8,71.82,75.4,68.31,Jewish,,,,,90.0,,,,
Cambodia,Cambodian riel,៛,KHR,16274522,16481304,16725474,16974305,17201724,17423880,,,33145892168.8958,36685356407.7206,34818073901.4851,36790163687.4421,39994532959.6074,42335646895.7984,,,8.77622376224463,7.93695013588524,-3.55572193406549,3.08984284148661,5.10336888677125,4.96006658918908,,,2036.67377566578,2225.87705485686,2081.73914242939,2167.40324198499,2325.03050040841,2429.74853452838,,,0.13,0.119,0.172,0.396,0.231,0.225,,,1.24368277407927,1.26258301009769,1.47062988552696,1.47677836241244,1.33088813106016,1.28320677599476,,,2.20844242884252,2.19648130268012,2.39555954750291,2.32195713555091,2.09006160154534,2.08968280637576,,,1.23,214921.0,100.0,176520.0,-32960.0,2.5,26.0,26.0,0.22,28.9,65.8,5.3,116.576,42.336,2.13,17.1,40.5,36.2,70.82,73.36,68.15,Muslim,,,,,97.1,,,,
Kiribati,Kiribati dollar[E],$,(none),122084,123921,126099,128377,130469,132530,,,233514703.710292,216985362.338171,223123620.597516,289339292.157301,270841698.369345,279208903.337644,,,3.47943880004293,3.26425930432951,-0.562016449352072,8.52266121721455,3.90535280738948,4.12459054312031,,,1912.73798131035,1750.99750920482,1769.43211760217,2253.82500103057,2075.90844085067,2106.76000405677,,,,,,,,,,,1.49285448135933,1.4934933399344,1.74230469268591,1.79039347594032,1.61644031663411,1.56733842415292,,,,,,,,,,,1.5,1988.0,166.0,810.0,-471.0,3.1,23.0,57.0,0.0,26.8,67.9,5.4,423.549,279.209,9.28,27.8,9.8,65.5,66.6,68.32,64.69,Catholic,,,,,58.9,,,,
Saint Kitts and Nevis,Eastern Caribbean dollar,EC$,XCD,47008,46952,46870,46763,46709,46758,,,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,1055499777.77778,,,2.00352549800972,2.83126737870639,-15.3544517590966,0.479678356753311,10.5228492759939,2.2849480914594,,,22901.3816403197,23595.4923231291,18859.0190361046,18361.1449697886,21011.5744209816,22573.6724791004,,,,,,,,,,,-0.0893066039921832,-0.119199673543347,-0.174799132141861,-0.228551998925832,-0.11554263524381,0.104849849656036,,,,,,,,,,,,,,,,,,,,19.2,68.1,12.7,1.438,1.077,3.56,1.4,19.8,64.9,,,,Catholic,,,,,75.6,,,,
"Korea, Republic of",N/A,N/A,N/A,51585058,51764822,51836239,51769539,51672569,51712619,,,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,1712792854202.37,,,2.90740377377135,2.24397786011012,-0.709415359397681,4.30473481906969,2.61267219187226,1.35673324311098,,,33447.1562836166,31902.4169048194,31721.2989141857,35125.5224984723,32394.6833725203,33121.3712885508,,,3.824,3.746,3.931,3.639,2.857,2.675,,,0.433519027613049,0.347874968577526,0.137869266247028,-0.128757315474928,-0.187486566698935,0.077477253324535,,,2.49684357635785,2.6712992167308,2.80332162242558,2.79747341419581,2.76950794900429,2.81204562667304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,Kuwaiti dinar,KD,KWD,4323515,4442316,4400267,4360865,4589643,4853420,,,138646316321.596,140856394870.02,111045470461.207,148459291453.471,183940215065.171,163704878875.85,,,2.74333053861318,2.26381690553512,-4.81742860622226,2.26080609815888,5.85920887270251,-3.64042590261035,,,32067.9623689512,31707.8737464917,25236.0755520534,34043.542153557,40077.238047746,33729.7985494456,,,2.204,2.251,3.557,3.002,2.174,2.127,,,3.9801548230671,2.71071332448015,-0.951064116715736,-0.899478872255975,5.11318110910574,5.58813678140227,,,5.19085473728776,5.42100598376451,6.56773000462321,6.59030254506636,4.72784372285431,4.89572861288627,,,1.98,95725.0,277.0,17820.0,61624.0,1.5,35.0,92.0,0.06,23.0,73.4,3.6,225.481,163.705,3.64,0.5,60.7,51.3,80.6,82.0,79.45,Muslim,,,,,74.6,,,,
Lao People's Democratic Republic,N/A,N/A,N/A,7128045,7237636,7346533,7453194,7559007,7664993,,,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,15843155731.2552,,,6.24796000755872,5.4577350924848,0.503031829018681,2.52835100486102,2.70742652643155,3.74568140158232,,,2545.1075420815,2589.32081035237,2583.77730696131,2526.05105018529,2046.40440255621,2066.94979776957,,,2.9,2.537,2.361,2.066,1.209,1.188,,,1.55377801997365,1.52576304616693,1.49338675171473,1.44141640887407,1.40971670105791,1.39237667233214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,Lebanese pound,LL,LBP,5984119,5794594,5702398,5718122,5744489,5773493,,,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,,,,-1.88470575631651,-6.91492472851026,-21.3998996914321,-7.00123862514116,-0.621678970663112,,,,9174.53666204759,8905.88005497437,5561.19166950397,4045.37391066234,3654.35845534878,,,,10.745,11.301,13.284,12.669,11.6,11.543,,,-2.89884297122412,-3.21837128976045,-1.60386258157574,0.275364167930295,0.460053063032864,0.503630953855672,,,4.85179457921743,4.24221838501955,3.0326454174822,3.36622246400457,2.91848886289958,8.91317581679359,,,0.56,32469.0,568.0,10230.0,-17267.0,2.2,29.0,88.0,0.07,18.9,71.6,9.5,65.818,20.992,221.34,1.2,2.4,88.6,77.95,79.86,75.88,Catholic,,,,,67.8,,,,
Liberia,Liberian dollar,$,LRD,4944726,5043721,5149463,5259323,5373294,5493031,,,3422754800,3319596500,3176126300,3513049500,4001047000,4240000000,,,1.15757512207355,-2.46729763532686,-2.98249127649473,4.98671283481617,4.80810517290655,4.68375688761311,,,692.203127129794,658.164180770507,616.787867006715,667.96610514319,744.617175237387,771.887142089677,,,3.056,3.068,4.109,3.845,2.977,2.933,,,1.95645231379837,1.98225492944197,2.07483340649162,2.11098738475006,2.14388170425267,2.20390696065654,,,0.938216027306212,0.940305253925036,0.973405960386543,2.01269378251252,2.48853504900889,2.29838717994242,,,2.18,119786.0,58.0,96320.0,-7779.0,3.9,19.0,54.0,0.07,38.9,57.9,3.2,8.882,4.24,10.09,35.8,24.2,36.3,62.32,63.63,61.02,Muslim,,,,,84.9,,,,
Libya,Libyan dinar,LD,LYD,6849055,6951033,7045399,7135175,7223805,7305659,,,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,45096462972.4014,,,7.9413678529104,-11.1960828853386,-29.4552967282824,28.3334624622298,-8.25163004105288,10.1558181770326,,,11196.5854810844,9963.19489084483,6650.33810585348,4935.82787349801,5986.63694851258,6172.81246940233,,,18.836,19.05,19.613,19.641,19.282,18.753,,,1.62332708641058,1.47795950725002,1.3484498033463,1.26619979488109,1.23450447871795,1.12674309223491,,,,,,,,,,,1.03,75364.0,4.0,1759540.0,3448.0,2.3,27.0,77.0,0.09,32.3,63.2,4.6,91.161,45.096,2.37,1.8,77.3,25.4,71.12,72.68,69.63,Jewish,,,,,96.6,,,,
Saint Lucia,Eastern Caribbean dollar,EC$,XCD,177017,177661,178250,178522,178781,179285,,,2060962962.96296,2095370370.37037,1499296296.2963,1867185185.18518,2342703703.7037,2430148148.14815,,,2.88619765184433,-0.700859001545481,-24.3611553496453,11.5994736212466,20.3867675749845,2.21007265992306,,,11642.7403185172,11794.2056521711,8411.19941821204,10459.1321248092,13103.7621654634,13554.6651875402,,,19.329,15.613,25.224,20.514,15.934,11.092,,,0.382048183874964,0.3631466895222,0.330981923965865,0.152478363043745,0.144975018605125,0.281512532799571,,,,,,,,,,,0.26,459.0,295.0,610.0,-7.0,1.4,34.0,20.0,0.0,17.9,66.7,15.4,4.196,2.43,4.07,1.1,9.7,76.3,72.85,76.45,69.45,Catholic,,,,,61.5,,,,
Liechtenstein,Swiss franc,Fr,CHF,38246,38563,38901,39182,39493,39850,,,6692620691.84146,6436467007.11932,6405870210.32293,7710380085.92257,7361504432.19331,,,,,,,,,,,,174988.775083446,166907.839305016,164671.093553454,196783.729414593,186400.23376784,,,,,,,,,,,,0.745332024798021,0.825428790511035,0.872668968896405,0.719750043098349,0.790598334689517,0.899896422348841,,,,,,,,,,,0.69,272.0,249.0,160.0,206.0,1.5,44.0,15.0,0.0,15.3,63.9,20.8,,7.365,,0.2,40.2,55.4,,,,Catholic,,,,,73.4,,,,
Sri Lanka,Sri Lankan rupee,Re or Rs (pl.),LKR,21670000,21803000,21919000,22156000,22181000,22037000,,,94493871200.7869,89014978344.1404,84304298770.5329,88609324901.9774,74144870023.4244,84356863743.6335,,,2.31008425192161,-0.220483886072614,-4.62451503662909,4.2074764951157,-7.34679123599076,-2.29801056186895,,,4360.58473469252,4082.69404871533,3846.17449566736,3999.33764677637,3342.71989646203,3827.96495637489,,,4.318,4.67,5.364,4.981,4.528,5.997,,,1.04839295829763,0.611875945764341,0.530626559530355,1.07544995696428,0.112772639779474,-0.651320770103285,,,1.73469354853576,1.75219928060225,1.73988733298184,1.71265688710699,1.34338942659722,1.64003079587098,,,0.57,131948.0,368.0,62710.0,-27245.0,2.0,33.0,18.0,0.28,22.6,65.0,12.4,287.132,84.357,16.54,8.3,25.6,59.9,77.67,80.75,74.45,Catholic,,,,,70.2,,,,
Lesotho,Lesotho loti,L or M (pl.),LSL,2183603,2209405,2235727,2261542,2286110,2311472,,,2556247291.99785,2390702295.82777,2053699870.07191,2412130056.55851,2354683088.71995,2117962450.79469,,,-1.48063315848241,-1.41799383085205,-8.15595879914267,2.26671067006538,2.38778020186284,1.82662525852363,,,1170.65569702819,1082.05706777516,918.582577421982,1066.58645143823,1029.99553333827,916.282979328622,,,16.625,16.876,18.399,18.23,16.688,16.457,,,1.22069019410404,1.17469837087993,1.18432063043163,1.14804266920884,1.08048016923391,1.10328678263994,,,1.99938292931215,1.87540421655185,1.88179923148985,1.53897905185042,1.51643894745129,1.53626292759206,,,1.12,25951.0,77.0,30360.0,-5107.0,2.7,22.0,32.0,0.03,32.0,62.7,5.4,6.0,2.118,6.34,6.6,28.7,50.6,57.8,60.44,55.03,Catholic,,,,,47.8,,,,
Lithuania,Euro,€,EUR,2801543,2794137,2794885,2800839,2831639,2871585,,,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681,,,4.9183697945524,4.67735155796807,0.0428140173486753,6.38001676204321,2.53752500887173,0.34226255222913,,,19368.5391045353,19727.7607453736,20541.824988603,23934.728489916,25085.784063499,27786.0057829276,,,6.147,6.255,8.487,7.112,5.955,6.841,,,-0.954190459209969,-0.264704354944785,0.0267667582795671,0.212805429536827,1.09366808005007,1.40084461829591,,,1.96637494666771,1.99554075372468,2.06523858406958,1.95651032201318,2.44662159116054,2.71567834515769,,,0.18,5011.0,46.0,62674.0,2617.0,1.2,42.0,68.0,0.04,15.2,62.6,22.2,134.219,79.79,9.12,2.7,24.2,63.1,76.17,80.8,71.42,Catholic,,,,,74.2,,,,
Luxembourg,Euro,€,EUR,607950,620001,630419,640064,653103,666430,,,71000359760.4611,69890505323.5842,73699366700.2134,85584105993.8746,81641807865.7591,85755006123.5976,,,1.21932191856359,2.9158479150005,-0.909829798886719,7.16840198697749,1.38018589083207,-1.09572361576994,,,116786.511654677,112726.439672814,116905.370396853,133711.794435985,125006.021815486,128678.189942826,,,5.589,5.592,6.766,5.571,4.588,5.184,,,1.92883751398765,1.9628449198635,1.66635867423273,1.51834936706612,2.01666790212729,2.02002574712319,,,0.500655642661875,0.546198379988419,0.578077082223964,0.47124923612019,0.625326007042526,0.7490545294635,,,1.19,7938.0,260.0,2590.0,5677.0,1.4,39.0,87.0,0.01,16.7,67.1,16.1,88.533,85.755,3.74,0.2,10.5,80.6,82.36,83.94,80.75,Catholic,,,,,70.6,,,,
Latvia,Euro,€,EUR,1927174,1913822,1900449,1884490,1879383,1877445,,,33247935477.3576,33099503950.847,33379927434.6149,38185125732.9451,38018905782.397,42247850064.5125,,,4.30971088766286,0.675375256812075,-3.46922915339618,6.94723316214511,1.8126824022841,1.70679524969924,,,17252.1710428626,17294.9751600969,17564.2321549354,20262.8433862451,20229.4613617326,22502.8429938094,,,7.412,6.312,8.098,7.513,6.815,6.465,,,-0.779138396192231,-0.695239140136066,-0.701211570733301,-0.843294678005026,-0.271369577775699,-0.103172153311714,,,2.06149811300222,2.0214000784007,2.16211101523024,2.08702338506654,2.0941585284431,2.26754267524368,,,-0.56,-10525.0,30.0,62200.0,-2225.0,1.3,43.0,67.0,0.02,14.7,63.0,22.2,69.479,42.248,8.94,3.8,22.3,61.6,76.33,80.6,71.75,Catholic,,,,,36.2,,,,
Macao,N/A,N/A,N/A,658900,672000,685400,682500,677300,678800,,,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24999113475.8368,45803067940.4072,,,6.40536532129433,-2.56346757368024,-54.3361546022371,23.535988887849,-19.6093363742205,75.0613769262435,,,83761.8171798142,81967.699172769,36976.2561071429,45376.314586156,36909.9564090312,67476.5290813306,,,1.834,1.749,2.566,2.229,2.482,2.235,,,1.60639880582531,1.96865626033754,1.9744268917359,-0.424008238139362,-0.764822083825685,0.221222713921319,,,,,,,,,,,0.89,6350.0,24009.0,30.0,1620.0,0.7,39.0,96.0,0.01,,,,,,,,,,83.23,85.35,81.05,,,,,,,,,,
Saint Martin (French part),N/A,N/A,N/A,36012,34267,31786,29961,28870,27515,,,,652206037.103874,,649206262.847519,,,,,-7.99999506898229,6.50000363700821,-12.500002246731,4.89999967133534,,,,,,19033.0649634889,,21668.3776525323,,,,,,,,,,,,,-2.26505586002549,-4.96694243141292,-7.51568506574733,-5.91294053455205,-3.70935422542636,-4.80716831631216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Moroccan dirham,DH,MAD,35839760,36210898,36584208,36954442,37329064,37712505,,,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646,,,3.06564133025955,2.89097476137077,-7.17820744246774,8.15473889823681,1.52720357976111,3.40334130078834,,,3501.69799804688,3508.09765625,3268.0302734375,3785.93627929688,3455.39624023438,3771.4462890625,,,9.271,9.194,11.223,10.576,9.494,9.044,,,1.1036421008163,1.03022315933698,1.02565486360782,1.00691847923959,1.00863622672701,1.02195181223548,,,2.90288871579444,2.86579837978571,3.97969764255599,3.75515698655477,3.81455962374395,3.63868518644989,,,0.98,368668.0,85.0,446300.0,-46802.0,2.2,30.0,67.0,0.47,25.7,65.9,8.4,339.603,144.417,6.09,11.1,24.6,54.3,75.49,77.78,73.35,Jewish,,,,,99.0,,,,
Monaco,Euro,€,EUR,38154,38109,38050,38527,38931,38956,,,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166,,,5.69790121192926,7.12088951975396,-13.2391048292108,22.2322155851208,11.0469394271752,5.04338259195359,,,188298.315668437,193746.785647412,176891.886538492,223823.363960226,226052.001905201,256580.515122745,,,,,,,,,,,1.2554231770143,-0.118012680389237,-0.15493904017385,1.24582098923186,1.04315542231896,0.064195567574974,,,,,,,,,,,-0.83,-325.0,25927.0,1.0,110.0,2.1,54.0,,0.0,9.1,53.8,37.1,,9.995,,,11.5,88.5,,,,Catholic,,,,,90.0,,,,
"Moldova, Republic of",N/A,N/A,N/A,2707203,2664224,2635130,2595809,2528654,2457783,,,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14510490660.2516,16539436547.295,,,4.07559546585034,3.5523140853476,-8.27597831976949,13.9299997889786,-5.01548231924089,0.78324270969388,,,4156.44981956646,4405.33418162155,4375.7788930524,5274.60582195352,5738.42473515618,6729.41286813969,,,1.196,1.466,1.186,0.785,0.897,1.555,,,-1.75700442074845,-1.60031653578231,-1.09803165876287,-1.50342952349937,-2.62110760462091,-2.84274212689094,,,0.332323743137999,0.362122378852081,0.385463277737582,0.377728511357822,0.328875031549807,0.546678815870651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Malagasy ariary,Ar,MGA,27494926,28219554,28953556,29691083,30437261,31195932,,,13760033282.2925,14104664678.5063,13051441203.9474,14554754116.5427,15134700203.0497,15790113246.7478,,,3.19435651744398,4.41123212909589,-7.13767162064489,5.73961573854336,3.99999999869678,3.80000000009488,,,500.45718552916,499.818837622534,450.771615201509,490.206238571448,497.242514792961,506.159368687808,,,2.297,2.469,3.284,3.487,3.186,3.069,,,2.60334538024635,2.60136633480103,2.56778870397591,2.51537360931706,2.48207836172625,2.46201530433165,,,0.532102174287315,0.545343037675691,0.673153896375499,0.692132176722242,0.665916150757593,0.662961133220886,,,2.47,769024.0,55.0,581795.0,-1795.0,3.9,19.0,40.0,0.39,37.0,59.1,3.9,51.265,15.79,9.87,22.6,22.4,44.7,63.84,65.6,62.12,Catholic,,,,,34.0,,,,
Maldives,Maldivian rufiyaa,Rf,MVR,473099,487731,502118,516154,524106,525994,,,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177118113.94637,6590894301.9579,,,8.66800624215867,7.29833574515027,-32.9088287752921,37.507870124321,13.8260895184139,4.72639189000989,,,11423.2838427029,11740.2724029785,7393.8886543933,10176.143882547,11786.0091545343,12530.3602359683,,,4.95,4.562,5.434,5.024,4.419,4.241,,,3.18090435033978,3.04593554452725,2.90711274683574,2.75700187362712,1.528878337276,0.359585188904548,,,,,,,,,,,0.34,1805.0,1759.0,300.0,-2421.0,1.6,32.0,39.0,0.01,22.4,71.5,6.1,11.723,6.591,2.93,5.1,9.7,70.6,81.29,83.0,79.95,,,,,,,,,,
Mexico,Mexican peso,$,MXN,124573711,125762982,126799054,127648148,128613117,129739759,,,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,1789114434843.46,,,1.97208210249194,-0.392690521579212,-8.3540345574586,6.04848344290505,3.68911109348025,3.19998116598492,,,10084.7937562021,10369.5553568761,8841.27075003163,10314.0506741437,11385.4070757929,13790.0243428344,,,3.275,3.477,4.44,4.019,3.256,2.765,,,0.9466023549862,0.950144329831411,0.820454117563552,0.66740537533078,0.753116988604166,0.872178517508623,,,0.464611537244599,0.508905926294583,0.717897860988845,0.661419726405739,0.686105132578991,0.656934513100098,,,0.86,1121248.0,67.0,1943950.0,-104581.0,1.9,29.0,87.0,1.6,23.3,68.6,8.2,2.873,1.789,5.53,3.8,31.6,58.6,75.26,78.0,72.44,Catholic,,,,,78.0,,,,
Marshall Islands,United States dollar,$,USD,45285,44007,42706,41367,40077,38827,,,220000000,232900000,241800000,258900000,253400000,259300000,,,5.48717948717949,10.4521147301896,-2.77288732394366,1.22227252150293,-1.11806797853311,-3.93487109905021,,,4858.12079054875,5292.33985502306,5661.96787336674,6258.61193705127,6322.82855503156,6678.34239060448,,,,,,,,,,,-2.70999222878463,-2.86271396531764,-3.00092865880133,-3.18559640580083,-3.16808578519291,-3.16867227675357,,,,,,,,,,,-3.29,-1279.0,209.0,180.0,-1765.0,2.9,21.0,,0.0,30.0,64.3,5.7,263.507,259.3,,19.5,11.1,70.5,,,,Catholic,,,,,79.3,,,,
North Macedonia,Macedonian denar,DEN,MKD,1889051,1876262,1856124,1837114,1831712,1827816,,,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15763621848.115,,,2.88059670964267,3.91041953840173,-4.68845000956652,4.51067949038222,2.75888415332967,2.07274977880975,,,6713.98925398989,6718.85826635458,6659.59651070776,7620.80296977508,7606.2375253797,8624.29360948531,,,21.208,17.414,16.575,15.801,14.476,13.174,,,-0.507220756968942,-0.679308688552216,-1.07910572041332,-1.02945804668594,-0.294481335654044,-0.212923714310977,,,0.943108732670231,1.15911628553257,1.24058656980426,1.47193209314226,1.6229276570772,1.69895545621264,,,-0.48,-8793.0,72.0,25220.0,-5728.0,1.5,41.0,69.0,0.02,16.0,68.4,15.6,43.108,15.764,9.36,6.6,23.3,57.2,77.54,79.71,75.26,Muslim,,,,,46.1,,,,
Mali,West African CFA franc,F.CFA,XOF,20442030,21068405,21713836,22388630,23072640,23769127,,,17070867589.9055,17280250810.0321,17465392764.3706,19309463508.0377,18780322203.7584,20661794596.0873,,,4.74648432724561,4.75616080770808,-1.235450447077,3.05261356942125,3.47495171106735,4.65677599093294,,,835.086710561793,820.197390833912,804.343956745857,862.467400106111,813.965034073188,869.270234286992,,,1.62,3.29,3.528,3.966,2.387,2.956,,,3.1254232369578,3.01814494306617,3.01751361469378,3.06035796580474,3.00942592606239,2.97400537620334,,,2.82359553728652,2.75271658139503,3.39955821425498,3.40867958739493,3.13966043242685,3.82768546750975,,,2.98,709468.0,20.0,1220190.0,-46880.0,5.5,16.0,44.0,0.3,46.8,50.1,3.1,56.919,20.662,2.06,35.1,19.9,36.7,60.68,62.15,59.25,Muslim,,,,,93.9,,,,
Malta,Euro,€,EUR,484630,504062,515332,518536,531511,552747,,,16153779511.1559,16337793530.7788,16385919535.6742,19718565605.433,19209979975.2323,22328640241.5553,,,7.18909653691901,4.08470602847339,-3.47468750932252,13.4603051960595,4.14788281601133,7.49851245937869,,,33332.1905601302,32412.2697818499,31796.8213417258,38027.3801730893,36142.2058531852,40395.7692064458,,,3.658,3.616,4.347,3.394,2.921,3.11,,,3.49195540302534,3.93135631850717,2.21120767752363,0.619810315667809,2.47144374003649,3.91764986035828,,,0.434325315075578,0.501868733130497,0.566881931048812,0.486319433139289,0.432529412373608,0.558644018130875,,,1.25,6651.0,1686.0,320.0,6323.0,1.1,41.0,77.0,0.01,14.5,62.4,23.1,33.787,22.329,5.09,0.7,11.7,80.6,83.47,85.39,81.48,Catholic,,,,,90.0,,,,
Myanmar,Burmese kyat,K or Ks (pl.),MMK,52272247,52640713,53016522,53387102,53756787,54133798,,,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000,,,6.26886221471075,6.57911006765414,-9.04834717984643,-12.0163724829117,4.03749343593624,0.958446625192025,,,1298.21310320785,1425.98954211903,1490.21683548367,1242.72134419599,1158.05005034332,1233.19666209269,,,0.767,0.407,1.476,4.34,3.057,3.032,,,0.72443284342539,0.702425162747352,0.711376906349628,0.696558038955431,0.690074759264932,0.698879396261223,,,2.35979043196518,2.18974002099593,2.99047588930389,4.25172853818546,4.08557454883356,3.7885823650653,,,0.68,366293.0,83.0,653290.0,-37979.0,2.1,30.0,34.0,0.67,,,,,,,,,,67.1,70.38,63.99,,,,,,,,,,
